"y" "acc" "duration" "amount" "moral" "intuse"
0 "good" 24 0.6703036 1 1
0 "good" 12 0.6416713 1 0
0 "bad" 18 1.42088 1 1
0 "good" 24 2.314107 1 0
0 "no" 24 1.487859 1 1
0 "no" 24 0.7066054 1 0
0 "good" 36 3.223184 1 0
0 "bad" 12 0.5905421 1 1
0 "bad" 26 4.072951 1 1
0 "bad" 9 1.037923 1 1
0 "good" 12 0.3272268 1 0
0 "good" 18 0.5256081 1 0
0 "good" 6 0.6329794 1 1
0 "bad" 30 1.115128 1 0
0 "good" 10 1.483258 1 1
0 "no" 30 5.431454 1 1
0 "good" 36 4.574528 1 1
0 "no" 24 0.8973172 1 0
0 "good" 24 1.977677 1 1
0 "good" 6 0.6319568 1 1
0 "good" 36 1.708737 1 1
0 "good" 24 0.4790805 1 1
0 "bad" 7 1.190799 1 1
0 "bad" 12 0.2091184 0 1
0 "good" 18 1.186197 1 1
0 "no" 30 3.163363 1 1
0 "good" 6 0.6881989 1 1
0 "good" 9 1.378954 1 1
0 "good" 48 5.226426 1 1
0 "no" 24 2.131576 1 1
0 "no" 12 1.835538 1 1
0 "good" 15 1.425482 1 1
0 "no" 6 0.6912666 1 1
0 "no" 14 2.031363 1 0
0 "good" 36 3.381684 1 0
0 "bad" 18 0.662123 1 1
0 "good" 36 5.560299 1 0
0 "no" 42 1.735325 1 1
0 "good" 24 1.123308 1 1
0 "no" 42 4.030003 1 1
0 "good" 24 1.753731 1 1
0 "good" 15 1.837583 1 1
0 "good" 24 0.8103976 1 1
0 "good" 9 1.407587 1 1
0 "good" 21 1.530297 1 1
0 "good" 7 0.3732431 1 1
0 "bad" 18 3.252328 1 1
0 "no" 18 1.58705 0 0
0 "good" 18 1.968474 1 1
0 "no" 15 0.4121012 1 0
0 "bad" 48 4.339334 1 0
0 "good" 15 1.722031 1 1
0 "bad" 18 0.9177689 1 1
0 "bad" 36 1.187731 1 1
0 "good" 12 1.094676 1 1
0 "bad" 9 1.082916 1 1
0 "good" 12 1.564042 1 1
0 "good" 6 0.7066054 1 1
0 "bad" 12 0.9223706 1 1
0 "no" 6 1.879509 1 0
0 "no" 36 2.024205 1 1
0 "no" 21 1.332427 1 1
0 "good" 18 0.9203253 1 1
0 "bad" 24 1.98279 1 0
0 "bad" 30 1.95927 1 1
0 "good" 22 1.367706 1 1
0 "good" 18 1.749641 1 1
0 "good" 24 2.633153 1 1
0 "bad" 12 0.4299965 1 0
0 "bad" 24 1.411166 1 1
0 "bad" 39 6.012793 1 1
0 "good" 21 1.145805 1 1
0 "bad" 11 0.6759279 1 0
0 "bad" 18 0.5690679 1 1
0 "bad" 16 0.6007679 1 0
0 "good" 15 2.579468 1 0
0 "no" 18 2.71087 1 0
0 "good" 36 5.65182 1 1
0 "bad" 18 2.999238 1 0
0 "bad" 48 3.415941 1 0
0 "good" 39 4.390975 1 1
0 "good" 48 3.700731 1 1
0 "good" 12 0.8139767 1 1
0 "bad" 36 2.003753 1 1
0 "good" 12 0.2668944 1 1
0 "no" 15 1.862636 1 1
0 "good" 24 1.334983 1 1
0 "no" 24 1.437753 1 1
0 "no" 36 2.808526 1 1
0 "good" 18 0.5977002 1 1
0 "bad" 11 2.439373 1 1
0 "bad" 6 1.081894 1 1
0 "bad" 24 1.609547 1 1
0 "good" 36 2.935838 1 0
0 "good" 24 1.136602 1 1
0 "good" 36 2.986967 1 1
0 "good" 6 0.8911818 1 0
0 "good" 24 2.967538 1 1
0 "no" 27 1.248575 1 0
0 "no" 12 0.8472106 1 1
0 "no" 24 1.610058 1 1
0 "good" 13 0.7204103 1 1
0 "good" 6 0.7863669 1 1
0 "bad" 36 2.451645 1 1
0 "good" 18 0.5613985 1 1
0 "no" 18 2.239459 1 0
0 "good" 48 1.845252 0 0
0 "good" 10 0.9837256 1 1
0 "good" 24 0.9719658 1 1
0 "bad" 12 1.849343 1 1
0 "no" 18 0.9919063 0 1
0 "bad" 24 0.7040489 1 1
0 "bad" 24 0.7940363 1 1
0 "bad" 9 0.2341717 1 1
0 "no" 15 0.5383903 1 1
0 "good" 6 0.8947608 0 1
0 "no" 6 0.2188329 1 1
0 "no" 12 1.317599 1 1
0 "bad" 24 2.409207 1 0
0 "good" 24 2.122373 1 1
0 "good" 6 0.2178103 0 1
0 "no" 48 2.448066 1 1
0 "good" 24 0.3665963 1 0
0 "bad" 9 0.1411166 1 0
0 "good" 36 1.336006 0 1
0 "good" 10 0.6580326 1 0
0 "bad" 36 1.162166 1 1
0 "bad" 10 0.6263326 1 1
0 "good" 30 3.44713 1 1
0 "good" 24 3.227786 1 1
0 "good" 6 0.632468 1 1
0 "no" 30 1.972053 1 1
0 "bad" 24 2.634176 1 1
0 "no" 6 0.702515 1 0
0 "good" 4 0.7894347 1 1
0 "bad" 6 0.3016622 1 1
0 "bad" 12 1.542056 1 1
0 "bad" 18 0.6651908 1 1
0 "no" 12 0.6452503 1 1
0 "bad" 15 1.394804 1 1
0 "good" 12 0.3901157 1 1
0 "bad" 6 0.5353226 1 1
0 "good" 12 0.6340019 1 1
0 "good" 9 0.6360471 1 1
0 "good" 48 3.900646 1 0
0 "good" 12 0.6452503 1 1
0 "bad" 9 0.9811692 1 1
0 "no" 9 0.6585439 1 1
0 "bad" 24 0.6432052 1 1
0 "bad" 24 0.6518971 1 0
0 "good" 24 2.815684 1 1
0 "bad" 9 0.5900308 1 1
0 "good" 18 0.5874744 1 1
0 "bad" 7 1.317088 1 1
0 "bad" 27 3.049856 1 1
0 "good" 30 3.044232 1 1
0 "bad" 9 0.5757147 1 1
0 "good" 12 1.410654 0 1
0 "no" 6 0.439711 1 0
0 "good" 12 0.5946324 1 0
0 "no" 24 1.515469 1 1
0 "good" 30 2.459825 1 1
0 "good" 15 1.011847 1 1
0 "good" 48 6.51846 1 1
0 "bad" 42 2.452156 1 1
0 "good" 12 0.9893498 1 1
0 "good" 24 1.033832 1 0
0 "good" 24 0.7224554 1 1
0 "good" 18 0.5394129 1 0
0 "bad" 24 2.599408 1 1
0 "bad" 18 3.200687 1 0
0 "bad" 6 0.686665 1 0
0 "good" 15 1.949045 1 1
0 "good" 6 1.798725 1 0
0 "bad" 42 4.746323 0 1
0 "bad" 18 1.846786 1 1
0 "no" 9 0.6974021 1 1
0 "good" 15 0.695357 1 1
0 "good" 30 2.950665 1 1
0 "bad" 20 1.344186 1 0
0 "good" 24 0.7122296 1 0
0 "good" 24 0.7838104 1 1
0 "no" 12 0.6871763 1 0
0 "no" 21 0.2919477 1 0
0 "good" 48 1.406564 1 1
0 "good" 12 0.3584156 1 1
0 "good" 60 8.003252 1 1
0 "good" 4 1.728167 1 0
0 "good" 11 0.7122296 1 0
0 "bad" 36 2.287009 1 1
0 "good" 24 2.81773 1 1
0 "good" 30 0.9545819 1 1
0 "bad" 9 0.5532178 1 1
0 "good" 12 0.903964 1 1
0 "no" 12 0.8589703 1 1
0 "good" 15 0.4468691 1 1
0 "bad" 9 0.613039 1 1
0 "bad" 12 1.020027 1 0
0 "no" 24 3.382196 1 1
0 "good" 9 1.176483 1 1
0 "bad" 36 1.194889 1 1
0 "no" 21 1.716407 1 1
0 "good" 24 1.31811 1 1
0 "good" 18 1.014403 1 1
0 "bad" 42 3.044232 1 0
0 "good" 36 2.277294 1 1
0 "good" 15 1.818154 1 0
0 "bad" 12 0.5302097 1 0
0 "good" 18 0.9305512 1 0
0 "good" 48 1.829402 1 1
0 "no" 24 1.871328 1 1
0 "good" 15 0.8022169 0 1
0 "bad" 30 0.8768656 1 1
0 "no" 18 0.5363452 1 1
0 "bad" 12 0.6800182 1 0
0 "no" 12 0.7204103 1 1
0 "good" 24 3.995235 1 1
0 "good" 18 1.285899 1 1
0 "no" 12 1.084961 1 0
0 "no" 24 0.8932269 1 1
0 "bad" 15 0.6687698 1 1
0 "bad" 21 1.20307 1 0
0 "good" 12 0.3665963 1 1
0 "good" 9 0.6713262 1 1
0 "good" 6 1.522627 1 1
0 "bad" 6 0.740862 1 0
0 "bad" 48 6.239806 0 0
0 "good" 18 0.8017057 1 0
0 "good" 36 1.807417 1 0
0 "bad" 45 2.339672 1 1
0 "bad" 9 0.616618 1 1
0 "good" 9 1.571711 1 1
0 "good" 30 2.184239 1 0
0 "good" 15 0.7459748 1 1
0 "good" 24 0.8165331 1 1
0 "bad" 13 1.074224 1 1
0 "good" 15 0.7556894 1 1
0 "good" 6 0.1850877 1 0
0 "no" 18 1.359525 1 1
0 "good" 18 0.7694943 1 1
0 "no" 18 1.221476 1 1
0 "bad" 6 0.3850028 1 1
0 "good" 24 0.7751185 1 1
0 "bad" 24 3.966602 1 1
0 "bad" 12 3.107632 1 0
0 "bad" 15 1.189265 1 0
0 "no" 6 1.000598 1 1
0 "good" 15 2.722118 1 0
0 "no" 8 0.3645511 1 0
0 "bad" 18 1.002643 1 0
0 "good" 6 0.3435881 1 0
0 "bad" 20 3.608187 1 1
0 "bad" 15 0.2004264 1 1
0 "no" 12 0.1968474 1 1
0 "good" 6 0.2648492 1 1
0 "good" 24 1.372307 1 1
0 "good" 21 0.8134654 1 1
0 "bad" 18 1.835538 1 0
0 "good" 6 0.7889234 1 1
0 "no" 15 0.8799333 1 0
0 "good" 42 3.663918 1 1
0 "good" 18 1.361059 1 0
0 "good" 24 0.6580326 1 0
0 "no" 24 1.445933 0 1
0 "good" 24 0.9852595 1 1
0 "good" 12 0.4755014 1 1
0 "bad" 27 1.292546 1 0
0 "good" 18 0.7531329 1 1
0 "no" 12 0.3333623 1 1
0 "good" 21 2.68326 1 1
0 "good" 21 1.169836 1 1
0 "bad" 6 0.2474653 1 1
0 "good" 28 1.402474 1 1
0 "bad" 12 0.2991057 1 1
0 "bad" 36 2.990035 1 1
0 "bad" 30 1.869283 1 1
0 "bad" 30 1.787476 0 1
0 "good" 12 0.4990209 1 1
0 "good" 10 0.6294003 1 0
0 "good" 24 1.46843 1 1
0 "bad" 24 0.9842368 1 1
0 "good" 24 0.5107806 1 1
0 "good" 12 0.6058809 1 0
0 "good" 12 1.703113 1 1
0 "good" 9 0.4785692 1 1
0 "good" 10 1.057863 1 1
0 "good" 24 3.228297 1 0
0 "good" 36 1.224033 1 1
0 "good" 4 0.7684717 1 1
0 "good" 27 2.653605 1 1
0 "good" 12 0.7122296 1 1
0 "good" 6 0.6841086 1 1
0 "good" 12 0.5629323 1 0
0 "bad" 12 0.6738827 1 0
0 "bad" 24 1.569155 1 1
0 "no" 36 1.200513 1 1
0 "good" 36 1.838094 1 1
0 "good" 12 0.55015 1 0
0 "bad" 24 3.562171 1 0
0 "bad" 12 0.7280797 1 1
0 "bad" 18 1.240905 1 0
0 "bad" 18 1.340607 1 0
0 "good" 12 0.6432052 1 1
0 "good" 12 0.646273 1 0
0 "good" 14 0.4100561 1 0
0 "no" 10 1.183641 1 1
0 "good" 54 4.82455 0 1
0 "bad" 12 0.5583307 1 1
0 "bad" 12 0.756712 1 0
0 "good" 15 0.6728601 1 1
0 "good" 15 1.384578 1 1
0 "bad" 9 0.4039206 1 1
0 "bad" 6 0.5460597 1 1
0 "bad" 18 1.658631 0 1
0 "good" 60 5.300052 1 0
0 "good" 24 0.4749902 1 1
0 "no" 12 1.132 1 1
0 "good" 15 0.9351528 1 1
0 "good" 18 0.5757147 1 1
0 "no" 6 0.3113768 1 0
0 "no" 21 1.84014 1 1
0 "bad" 36 2.040055 0 1
0 "no" 12 0.6135503 1 1
0 "good" 6 0.970432 1 1
0 "good" 10 0.6974021 1 0
0 "bad" 8 0.4637417 1 0
0 "bad" 24 1.192844 1 1
0 "no" 24 0.6294003 1 1
0 "bad" 12 0.8011944 1 1
0 "no" 12 0.5660001 1 1
0 "good" 24 0.793525 1 1
0 "no" 15 1.283854 1 0
0 "good" 12 0.8047734 1 1
0 "bad" 48 6.221911 0 0
0 "bad" 21 2.032897 1 1
0 "no" 9 1.092119 1 1
0 "good" 12 1.028719 1 1
0 "bad" 24 1.849343 1 1
0 "bad" 7 1.23477 1 1
0 "good" 12 0.8461881 1 1
0 "good" 18 0.8088638 1 1
0 "good" 10 0.3717092 1 1
0 "good" 9 1.281809 1 0
0 "good" 10 0.4570949 1 1
0 "no" 30 1.289478 1 1
0 "bad" 10 0.399319 1 0
0 "bad" 36 1.897404 1 1
0 "good" 12 0.7684717 1 1
0 "bad" 10 0.6518971 1 1
0 "bad" 15 0.774096 1 1
0 "good" 24 1.052239 1 1
0 "good" 12 0.7219441 1 0
0 "good" 12 0.7633588 1 1
0 "no" 12 0.7802314 1 1
0 "good" 6 0.8155106 1 1
0 "good" 15 2.381086 1 1
0 "bad" 9 1.633578 1 0
0 "no" 24 1.495018 1 1
0 "good" 12 0.7884121 1 0
0 "bad" 12 0.3855141 1 1
0 "good" 7 0.4325529 1 1
0 "no" 12 1.08445 1 0
0 "bad" 4 0.7638701 1 0
0 "bad" 24 1.004689 1 0
0 "bad" 48 1.823267 0 0
0 "good" 4 0.3072864 1 1
0 "good" 24 3.498259 1 1
0 "good" 24 1.654029 1 1
0 "good" 9 1.230168 1 1
0 "no" 24 3.947685 1 1
0 "good" 6 0.6242874 1 1
0 "good" 24 1.259312 1 0
0 "bad" 48 2.034431 1 1
0 "good" 27 2.314107 1 1
0 "good" 28 4.000348 0 1
0 "bad" 15 1.373841 1 0
0 "good" 18 1.650962 1 1
0 "good" 18 1.229146 1 1
0 "bad" 10 2.019092 1 0
0 "bad" 15 0.7858556 1 1
0 "good" 12 0.9632739 1 0
0 "bad" 24 1.921435 1 1
0 "no" 10 1.145805 1 0
0 "good" 21 1.265959 1 1
0 "bad" 24 0.8911818 1 1
0 "bad" 60 4.6819 1 1
0 "good" 6 0.9029415 1 1
0 "bad" 15 0.7383055 1 1
0 "good" 11 1.095187 1 0
0 "bad" 36 1.463317 1 0
0 "bad" 9 0.711207 1 0
0 "good" 36 3.925699 1 1
0 "bad" 24 2.224631 1 1
0 "bad" 6 0.3492124 1 1
0 "good" 9 0.6258212 1 0
0 "bad" 24 2.936349 1 1
0 "good" 9 0.6319568 1 1
0 "good" 10 1.097232 1 1
0 "good" 24 2.609123 1 1
0 "bad" 36 5.039804 1 0
0 "no" 13 0.9187915 1 0
0 "bad" 14 0.7209215 1 0
0 "good" 30 1.447467 1 1
0 "bad" 12 0.5148709 1 0
0 "good" 18 0.3216026 1 1
0 "good" 12 0.3967625 1 1
0 "good" 24 1.038945 1 0
0 "no" 24 1.857012 0 1
0 "good" 42 2.06613 1 1
0 "good" 12 0.7224554 1 1
0 "good" 15 1.117684 1 1
0 "good" 12 0.8876027 1 1
0 "no" 39 7.249608 1 1
0 "no" 6 0.6150841 1 0
0 "bad" 12 1.498085 1 1
0 "bad" 18 0.7388168 0 1
0 "good" 12 1.059908 1 1
0 "bad" 24 0.6140615 1 0
0 "good" 6 1.063487 1 0
0 "no" 36 8.107555 1 0
0 "good" 24 2.777849 1 1
1 "bad" 8 0.632468 1 1
1 "bad" 18 0.9837256 1 1
1 "no" 60 3.495191 1 0
1 "bad" 15 0.4100561 1 1
1 "no" 9 0.7270571 1 0
1 "bad" 24 2.102943 1 1
1 "bad" 36 6.334395 1 0
1 "no" 40 3.066729 1 1
1 "no" 9 0.3343849 1 0
1 "good" 24 2.347341 1 0
1 "no" 24 0.7372829 1 0
1 "bad" 36 1.944954 0 1
1 "bad" 48 1.564553 1 1
1 "no" 48 3.455311 1 1
1 "bad" 60 7.557916 0 0
1 "good" 18 3.456845 1 0
1 "bad" 18 0.451982 1 0
1 "bad" 24 1.580914 1 1
1 "no" 18 3.840313 1 1
1 "no" 12 1.098766 0 1
1 "good" 24 3.038608 1 1
1 "no" 24 0.6099712 0 0
1 "bad" 36 2.152539 1 1
1 "no" 36 3.184837 1 1
1 "no" 12 0.3497237 1 1
1 "bad" 27 1.288455 1 1
1 "good" 18 0.7838104 1 1
1 "bad" 39 2.522203 1 1
1 "bad" 18 0.5399242 1 0
1 "bad" 48 7.37334 0 0
1 "no" 6 7.616204 1 0
1 "bad" 9 0.8538574 1 1
1 "no" 30 1.230168 1 1
1 "bad" 12 3.307036 1 1
1 "bad" 15 0.646273 0 0
1 "bad" 21 1.185686 1 1
1 "no" 18 0.6084374 1 1
1 "no" 12 0.3533027 1 0
1 "no" 18 0.6222422 1 1
1 "no" 12 4.02131 1 1
1 "bad" 48 3.182281 1 1
1 "no" 24 1.596764 1 0
1 "good" 10 1.129955 1 1
1 "no" 9 0.6984248 1 1
1 "no" 36 3.521267 1 1
1 "no" 12 0.3788673 1 1
1 "no" 36 4.923229 1 1
1 "bad" 18 0.6365584 1 1
1 "no" 18 1.329359 1 1
1 "bad" 12 0.4801031 1 0
1 "no" 36 4.740187 1 0
1 "good" 27 1.31402 1 0
1 "no" 18 1.258801 1 1
1 "no" 12 0.6554762 1 1
1 "bad" 36 1.137624 1 0
1 "no" 36 4.261618 1 1
1 "bad" 48 5.092467 1 1
1 "no" 30 3.246703 1 1
1 "bad" 9 0.3809125 1 1
1 "no" 24 0.6554762 1 1
1 "no" 36 0.9417996 1 0
1 "bad" 15 0.649852 1 1
1 "bad" 30 4.287694 1 1
1 "good" 18 0.9530481 1 1
1 "no" 12 0.4601627 1 0
1 "bad" 36 6.448413 1 1
1 "bad" 30 2.188329 0 0
1 "no" 30 1.589095 1 1
1 "bad" 45 1.549726 1 1
1 "no" 36 4.123569 1 1
1 "no" 60 3.730897 1 0
1 "bad" 24 5.791914 1 0
1 "no" 48 3.969159 1 0
1 "no" 18 1.085984 1 1
1 "bad" 30 0.9811692 1 1
1 "good" 36 1.712317 1 1
1 "bad" 12 0.6805295 1 1
1 "bad" 18 1.164723 0 0
1 "bad" 36 4.619011 1 1
1 "good" 48 5.177853 1 0
1 "bad" 48 3.042698 1 1
1 "no" 24 1.531831 1 1
1 "bad" 12 0.4862386 1 1
1 "bad" 60 3.215003 1 1
1 "bad" 27 2.001708 1 0
1 "good" 9 1.012358 1 1
1 "bad" 24 0.9392432 0 1
